label,protocol_type,service,flag,duration,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,num_failed_logins,logged_in
normal,tcp,smtp,SF,0.06883349838356441,102,259,4,10,0.054817974806326636,0.0559635378405373,0.8952627824761396,0.01714150218991614,23,16,0,1
R2L,tcp,ssh,REJ,3.8603125923744357,183,52,2,2,0.11159448635132603,0.2963226412921656,0.11209366109554375,0.6117129861830662,14,11,4,1
DoS,tcp,ssh,SF,0.13977013044370193,37,6,221,188,0.7780591462673713,0.0,1.0,0.002483697567055054,251,287,0,0
normal,tcp,ssh,S0,1.957898301038392,32,2595,5,7,0.02281112137545728,0.010884983873645672,1.0,0.09464633122447771,16,22,0,1
normal,tcp,other,REJ,7.9455493106882855,416,1651,10,4,0.03145201318024182,0.01640326546676581,0.9692114543938884,0.061456723220805316,21,19,0,1
DoS,udp,ssh,REJ,0.0908524632829648,9,3,204,196,0.9027406246875911,0.09587638125546316,0.9969537426507328,0.0,249,205,0,0
DoS,tcp,private,SF,0.07833562749701146,20,2,203,186,0.9109446865987553,0.1681464570838201,0.9426485656162588,0.0,263,267,0,0
DoS,tcp,smtp,S0,0.006226790222068075,28,2,192,196,0.8771307832279749,0.26341433166375217,0.9634641036365502,0.0,257,254,0,0
DoS,udp,other,SF,0.48362302132631185,52,7,194,181,1.0,0.1712950911235508,1.0,0.02313872044543709,266,270,0,0
DoS,tcp,http,REJ,0.16154559701284243,19,1,225,207,0.9652680542594878,0.039486526839322335,1.0,0.0011130839891433913,238,254,0,0
DoS,tcp,smtp,SF,0.9649715536538376,24,1,215,205,1.0,0.018619943830210053,0.9781447508318791,0.0,282,235,0,0
normal,tcp,dns,S0,12.32502486583651,394,13,7,6,0.011011815133902666,0.0,0.8822358362647253,0.046634043065801004,23,20,0,0
normal,udp,other,S0,2.2919220006851018,883,926,7,10,0.008384151781715957,0.037733832723345406,0.9245048003663168,0.02088182260434381,25,20,0,1
Probe,udp,telnet,SF,0.13412336685230195,8,2,56,7,0.5443513692486346,0.22630091785556217,0.0,0.8548846483524717,177,13,0,0
R2L,tcp,ssh,SF,0.5682507148138091,100,46,2,1,0.036902195729100196,0.0,0.8686800915925432,0.557169097983099,15,12,4,1
normal,udp,private,SF,1.1040240685165315,507,1197,7,8,0.01030136647804039,0.04408544527906527,0.9568613867087035,0.023523414400847445,18,20,0,1
normal,tcp,telnet,REJ,6.900627218390031,68,297,13,6,0.05102687845644657,0.0,0.9747219755277521,0.09944010714658563,26,20,0,1
normal,udp,smtp,S0,5.21978095522403,483,912,10,5,0.002318805052215992,0.0404115912713497,0.8026122910348981,0.06960098073256855,21,20,0,0
normal,tcp,ftp,REJ,2.793969325345796,1485,738,7,5,0.0,0.0,0.8576404393799797,0.0,20,26,0,1
normal,tcp,ftp,SF,10.395106131417592,338,1603,10,9,0.03816414206953925,0.039201795924309085,0.9881602219528315,0.06302451337940648,25,18,0,1
R2L,udp,telnet,RSTR,27.85721271230905,99,35,4,2,0.08415546075987448,0.48093532918766474,0.6040120740485206,0.13004588347628215,7,7,0,1
normal,tcp,ftp,S0,4.492444731583147,911,123,8,4,0.04879086665808832,0.03531378259963182,0.9254961196636761,0.07482327327391959,25,18,0,1
normal,udp,ssh,S0,4.924862384755317,1077,514,6,7,0.030791490358725054,0.03712038631086702,1.0,0.1433483079985191,22,26,0,1
normal,tcp,http,SF,0.7971178900299581,722,2542,10,9,0.0,0.00847286153070227,0.9327603991217949,0.16821080433440705,16,20,0,1
Probe,tcp,ssh,SF,0.2918413832482128,8,3,51,3,0.30538791300317303,0.661521956248499,0.17950332633573415,0.6576965087879542,196,13,0,0
normal,tcp,smtp,SH,11.138387216529466,809,200,7,8,0.013766941194674157,0.0293338751055836,0.9024555725556079,0.0,13,18,0,1
normal,tcp,dns,S0,1.222666458261777,195,56,7,9,0.048836476065461085,0.03900527510905405,0.9828447289602968,0.036533927081979216,15,27,0,0
normal,tcp,telnet,RSTR,2.213552552155874,64,235,11,6,0.0,0.027048902524998492,1.0,0.09233817785438547,17,20,0,1
DoS,tcp,smtp,SF,1.8398020988094126,20,1,190,173,0.6576598290800946,0.11458107795599566,1.0,0.032949260230090295,237,236,0,0
normal,tcp,ftp,SF,3.429908216422372,210,2133,10,8,0.0,0.0321719328821517,0.8391681482245733,0.06691681272503017,27,17,0,1
normal,tcp,smtp,S0,10.122056585266119,1832,1125,5,8,0.020677370497359703,0.026468708229139905,0.9207649345692668,0.009958628381408,17,18,0,1
DoS,udp,smtp,SF,0.17025992441956345,77,1,209,205,0.7646608933054742,0.2126203449509785,1.0,0.014137355671120018,264,271,0,0
normal,tcp,ssh,S0,10.162834611505014,197,5300,12,7,0.05025124501133889,0.04672259177162312,0.9103416386708326,0.0397347591192848,21,29,0,1
Probe,tcp,dns,SF,0.0634254329213868,6,1,52,5,0.0,0.3622449580638742,0.040500412593846284,1.0,194,15,0,0
normal,udp,ssh,SH,9.892273470922706,95,1068,13,7,0.01567344571398054,0.024080271845986958,0.9327536836335347,0.0,15,9,0,1
DoS,udp,private,SF,0.46609835174468994,19,2,233,187,0.8954744649370895,0.10660641439448361,1.0,0.02370201359585295,278,217,0,0
DoS,tcp,http,S0,0.3060058479974695,7,1,197,184,0.7869666087104042,0.1156452517473914,0.9770197888123043,0.009399344537624192,263,242,0,0
normal,tcp,dns,SF,2.9550169567599034,103,148,8,5,0.0,0.05858192332663956,0.8904716449091274,0.08603616001055957,26,19,0,1
normal,tcp,http,SF,13.688688529896407,370,245,10,6,0.02799397770014437,0.0,0.8333670835427653,0.08770876853909756,23,20,0,1
normal,tcp,ssh,SF,4.233857114993621,244,689,5,7,0.01479717306233781,0.022393656225127026,1.0,0.06568217527389511,20,29,0,1
normal,tcp,telnet,S0,0.5910666021721546,251,1202,10,9,0.0,0.001133659737277578,1.0,0.0005132065787934598,22,16,0,1
normal,tcp,other,SF,6.4273049436688865,1285,333,5,13,0.008191113724013804,0.026813812743612282,0.8242812831722824,0.03835830635794563,24,22,0,0
DoS,icmp,smtp,SF,0.041589339131020774,5,2,191,203,0.8286377155615783,0.11416901434732549,0.9856339246376663,0.04179088511522752,241,241,0,0
normal,tcp,ssh,SF,1.2190311981453625,736,8010,6,9,0.010887459475271002,0.01969800610450468,0.979014436586178,0.02694390625738058,29,21,0,0
R2L,tcp,ssh,SF,17.53387763294229,7,16,2,4,0.01710633773402266,0.3479568696830239,0.38322244338888184,0.37492923162928465,14,9,3,1
Probe,tcp,other,SF,0.0555790389892069,7,3,58,5,0.0,0.24322868170920747,0.061616972307735614,0.4976557148830086,199,8,0,0
normal,udp,other,SF,1.4386152827002285,1631,845,9,8,0.02441753052752657,0.011440579568908166,1.0,0.07525023573653784,28,17,0,1
DoS,tcp,other,S0,0.1494460401801388,11,2,202,191,0.7280937767507267,0.06478543798429759,0.9789716089097145,0.010092482236133094,250,261,0,0
normal,udp,dns,SF,23.97898602948708,171,645,8,8,0.022992421289343784,0.020298663967172295,0.8915944679266787,0.0249797175031102,29,20,0,1
U2R,icmp,http,SF,15.420300452903524,385,183,3,5,0.0685861259842973,0.07670482005985838,0.9817955944144146,0.2337458831937071,3,6,0,1
normal,udp,telnet,SF,4.183203048998631,404,815,6,11,0.0,0.0001745514392773248,0.7507053296362542,0.10680984893307116,17,18,0,0
normal,tcp,dns,S0,0.6017159494988085,264,247,9,12,0.0017901052931579182,0.03374083076897993,0.8943434011040813,0.029899554102387926,19,19,0,1
normal,tcp,private,SF,9.338296202518022,1827,146,5,7,0.03780781380023289,0.01981641246028008,1.0,0.015670793865830063,19,23,0,1
normal,tcp,ftp,SF,4.630611868663648,40,141,6,9,0.03293842449788981,0.026214559552345206,0.8236409593567247,0.1590007329122091,15,18,0,0
R2L,icmp,other,REJ,6.376790043757499,113,30,5,3,0.15648361359626833,0.1698064693929906,0.5305021986410972,0.40073514808845573,17,10,3,0
Probe,udp,telnet,SF,0.029075143767274415,8,0,45,1,0.34256753831207865,0.13990695583604168,0.13892602449932212,0.6029999587135286,181,12,0,0
DoS,udp,smtp,SH,1.0678858407729692,19,4,183,177,0.7966793542845609,0.18873684725016002,0.9426571640815925,0.00559369851331657,245,242,0,0
normal,tcp,http,SF,7.165239116323674,98,381,6,7,0.014256380763701386,0.08129759184763388,0.8436974367382338,0.0,19,26,0,1
normal,udp,other,S0,3.346965102459296,3059,112,6,8,0.021419504811846384,0.015669195167449006,0.8016377057739921,0.028669517015809196,23,20,0,1
normal,tcp,telnet,S0,1.9896200902517325,839,204,3,4,0.0,0.006610190960975452,1.0,0.08163330792211412,21,23,0,1
normal,tcp,telnet,SF,0.4029100691314816,636,21345,9,9,0.05449506332135895,0.019132609989426348,0.9687771198498396,0.04208409870795479,21,27,0,1
normal,tcp,smtp,SF,7.213876175870451,378,1195,12,11,0.014909121011188561,0.026587914193248505,0.850476081705915,0.03380768365648261,26,14,0,0
normal,udp,telnet,SF,14.193017373495278,2035,1721,3,6,0.0,0.019600555232868376,0.9894243529667467,0.001084734623627584,26,27,0,1
Probe,tcp,http,SF,0.12392664492676007,10,4,46,3,0.4480155102842833,0.04594467953790765,0.03152737509587136,0.6237239959090031,186,10,0,0
normal,tcp,ftp,SF,4.31272545125257,304,157,9,8,0.0,0.00846798756204014,0.9374460938660526,0.05024176539850252,21,14,0,1
normal,tcp,telnet,SF,0.38278928323760003,5637,428,0,8,0.01585954888931935,0.021377247244781846,0.8345925399262922,0.11765561093920945,24,22,0,1
R2L,udp,private,SF,25.94574373531804,14,22,3,3,0.21301917880565643,0.2701821066721869,0.9019705726119758,0.3746109038432409,12,16,3,0
normal,tcp,http,RSTR,2.2416222454224513,325,521,5,3,0.015862899433113482,0.018952908222449067,0.871582734679133,0.0,25,19,0,1
normal,tcp,telnet,SF,0.013905061574111343,655,722,9,13,0.0,0.015135158226610644,0.8660709443390746,0.021864332998673852,15,18,0,1
DoS,udp,private,S0,1.0955728618288592,10,2,209,205,0.6522382161079283,0.03569285349868183,0.9411729604685317,0.01729476483650631,258,254,0,0
Probe,udp,telnet,RSTR,0.0464834675834983,4,3,49,1,0.2897293089250916,0.32007906314411816,0.09263941172604546,0.8880410377945617,199,10,0,0
normal,tcp,dns,RSTR,1.239817775442732,269,7781,4,10,0.0,0.01594529902033295,0.9412103052110312,0.07230660732955846,27,20,0,1
DoS,udp,http,SF,0.15424286035748896,86,4,195,185,0.9283035506581001,0.19165797704481308,1.0,0.014854603453021097,258,252,0,0
R2L,tcp,dns,S0,9.483434326675937,40,13,3,6,0.12277259792614288,0.26205129570747177,0.6078312241744317,0.4712238491050107,8,10,1,1
normal,tcp,private,SF,0.3793889361930685,902,105,10,9,0.042255118468505645,0.0,0.9190141876294984,0.001038896451873779,20,32,0,1
normal,udp,dns,SF,1.1787524801484057,108,339,12,7,0.0015989825611940622,0.030343232956279827,0.9275865816484187,0.13050563776361657,22,18,0,0
normal,tcp,telnet,SF,1.8153289702002913,611,609,10,9,0.013238863230572943,0.03804774722444865,0.958048713880238,0.07961856509589096,14,20,0,1
R2L,tcp,dns,SF,2.3314809618732397,12,8,1,3,0.318433467329447,0.17411194879779585,0.6341915122242423,0.2448099130533317,7,10,4,1
DoS,tcp,ssh,SF,1.0637219271570197,12,1,217,224,0.9363307608502622,0.07128199518141944,0.9567554479732591,0.010824215129247982,274,257,0,0
normal,tcp,http,SF,1.5599546602547942,49,1160,7,9,0.04998165054744254,0.05194999522016415,0.8593285286413028,0.057899528379385536,25,18,0,1
DoS,tcp,ftp,SF,0.10701995916984589,26,2,212,204,0.7568332157497129,0.10434651471010789,0.9563670772743931,0.0,239,239,0,0
normal,tcp,http,SF,5.429480989841399,718,332,9,4,0.0,0.0008552683736313127,0.9109296772297183,0.06362596128922143,20,13,0,1
normal,tcp,telnet,RSTR,2.754725686421173,1377,7685,9,7,0.0486210348665609,0.03804056631468135,0.9781105981617553,0.029450145287040402,29,23,0,0
normal,tcp,private,RSTR,3.9545543242541297,940,2121,7,12,0.019254012629409553,0.015478985104443344,0.9158935300901313,0.0,19,19,0,1
normal,tcp,smtp,S0,6.7483224821708765,692,1403,8,12,0.0,0.029593670126726514,0.8597837128582784,0.02767721514224071,13,27,0,1
normal,tcp,smtp,REJ,10.386141459388746,491,233,7,8,0.023122019330860284,0.010561113713754159,0.9014610402854099,0.012575460813161007,29,30,0,0
normal,tcp,smtp,SF,1.0910269010797766,47,304,10,1,0.0028423684560748494,0.03625803977499641,0.8063261859578255,0.07122017269340243,17,17,0,0
normal,udp,ssh,SH,17.29508587262066,118,1029,12,10,0.07133268472159364,0.009158150265114485,0.8847169854680108,0.03434241402417773,18,22,0,1
normal,tcp,other,REJ,5.483102864024655,1016,897,11,12,0.019846702107019606,0.03343401311014388,0.7340826325868974,0.03570890985313156,16,20,0,1
normal,udp,http,REJ,5.873390621023802,319,92,7,8,0.005027180173967508,0.018295960456515895,0.7735379763236679,0.08520037627335023,21,19,0,0
normal,tcp,dns,SF,1.2469199695026285,3143,3432,8,5,0.010649011895784564,0.0011031764373258465,0.9696188859352167,0.07030269253441837,23,21,1,1
normal,udp,http,SF,5.727635838430045,831,313,11,10,0.01965721348608932,0.05923676531070729,0.713057912327789,0.07216326351773973,14,17,0,1
R2L,tcp,ftp,RSTR,5.2457680090103125,536,11,3,2,0.10475272357720249,0.2110300765140897,0.6640988947389924,0.12168962945206513,10,16,3,1
normal,udp,telnet,RSTR,1.6132066565554923,986,172,14,10,0.028311696718261732,0.02938975072735429,0.8866950441542283,0.025061375100915426,28,22,0,0
normal,udp,http,S0,1.0736867245579087,1502,196,11,9,0.002494365713172974,0.01410434763433046,0.9170567534292935,0.11646433685487262,24,18,0,1
normal,tcp,dns,S0,0.6677844717457897,122,5066,10,11,0.009201722394889828,0.022256735011158782,0.9318064948180346,0.0,20,20,0,0
normal,tcp,http,REJ,2.476712182851097,181,446,7,14,0.009576854741274803,0.008419378161789661,0.8605114765262613,0.01901846282833974,17,31,0,1
normal,tcp,telnet,SF,8.079799534562925,543,626,15,9,0.016351572453886985,0.014487709054847166,0.9235971240775744,0.0,12,15,0,1
Probe,udp,other,SF,0.23068833827298463,18,2,49,2,0.3499028347435183,0.6397957099084344,0.12278527276904116,0.6150553442153753,189,6,0,0
DoS,udp,ftp,SF,0.024056366383516176,44,3,162,183,0.8354169998227351,0.13046726344765486,1.0,0.0025782664047353607,261,260,0,0
normal,tcp,http,REJ,2.2272672555787714,685,123,15,7,0.04029950427583645,0.004148314794087112,0.9446895734268579,0.0808556511165594,19,24,0,1
Probe,tcp,ssh,SF,0.008032107281459033,3,1,64,4,0.26857042433118095,0.22932906825862376,0.10080322511956498,0.7046786187896118,186,5,0,0
DoS,tcp,telnet,S0,0.14725870901641305,64,4,210,195,0.9110438284441447,0.0651399667836982,0.9276324415802467,0.009977934791599264,234,243,0,0
normal,icmp,telnet,SF,0.28625943891825595,359,1279,11,3,0.0,0.000728441770961704,0.8581105345603811,0.033403918864911834,30,16,0,0
R2L,tcp,private,REJ,6.726147664633622,50,26,1,6,0.3213697716154903,0.04512978727427805,0.2769115372469053,0.22879105065556432,8,12,1,0
Probe,tcp,ssh,S0,0.30085413475290523,8,4,46,6,0.5385652524275786,0.1577013676116346,0.16357673965707847,0.6447222193047792,182,7,0,0
DoS,tcp,http,SF,0.6226553629857532,16,2,206,223,0.8737741804072855,0.05338581275163631,0.9689005734288538,0.0,255,241,0,0
DoS,tcp,dns,REJ,0.8378983148710906,9,1,198,235,0.9086251214369888,0.011944213320273706,0.991557039398487,0.01948830904046054,222,254,0,0
normal,tcp,dns,SF,10.855931523667447,439,2139,9,7,0.015266406703704157,0.010446814837091483,0.9663357832484503,0.11995164122051824,23,24,0,1
normal,tcp,private,SF,0.8127240217621325,191,643,6,5,0.016750252611471197,0.02424073601258464,0.9395434948076328,0.05208090965375692,29,18,0,1
DoS,udp,dns,SF,0.09957136400923206,60,2,183,209,0.9563348476155535,0.10875137835662872,0.978361948009515,0.009205804701912974,245,246,0,0
DoS,tcp,http,SF,0.6167400964720686,4,1,177,166,0.8477214402288467,0.18109235223429693,0.9917505330618563,0.01612112580805003,256,251,0,0
normal,tcp,telnet,SF,17.77049985143845,270,616,4,9,0.04037791648654859,0.02182601554130271,0.7223085206855429,0.07236836614741543,20,24,0,0
DoS,tcp,other,SF,1.0963863715302065,45,2,207,180,0.8262263897009379,0.128623527670048,0.993215957575567,0.02547172975367041,255,263,0,0
DoS,tcp,private,SF,1.2065668385770516,17,1,181,215,0.7681128530199807,0.028218136009506206,0.987487646809041,0.03483784445905396,236,245,0,0
normal,udp,dns,REJ,4.140803354113195,817,257,9,13,0.03261304637939605,0.03583195514649695,1.0,0.021694086978095103,8,21,0,1
normal,tcp,telnet,SF,1.4833756722506555,801,3892,11,14,0.02161334719744798,0.006997703950299656,0.9320776408250909,0.049803022281485115,12,26,0,1
DoS,icmp,telnet,SF,0.27453760407372996,17,1,205,194,1.0,0.0349474761823758,0.9469900926507407,0.04406058874056049,260,239,0,0
U2R,tcp,ftp,SF,54.08309946876137,179,62,2,4,0.05537532772512782,0.10516366091301088,0.4927403488783582,0.0,3,1,0,1
normal,tcp,other,SF,8.548969899545897,367,966,7,7,0.0,0.015895133586396736,0.9499619287885159,0.0,25,25,0,0
normal,icmp,other,SF,9.912428263748104,69,135,9,11,0.018423108568021047,0.03620449042459939,0.8664873855639567,0.10168817598736454,25,19,0,1
DoS,udp,ftp,RSTR,0.6779474672995859,19,1,204,198,0.9710542297530688,0.1298425216595546,0.9758357372437889,0.037721434015968995,260,245,0,0
normal,tcp,http,S0,0.6507646039431936,1951,83,7,5,0.008284887384804767,0.010015691420260635,0.988301112580208,0.016366270729527725,26,21,0,1
normal,udp,ftp,SF,9.446862328519487,574,95,6,9,0.019657170141949298,0.030265678673167415,0.8777577548152272,0.03927086113695635,24,20,0,0
normal,tcp,ftp,SF,0.9666190716118166,816,2249,3,8,0.031114888285078295,0.010779365856278467,0.8749026407115422,0.12070134434896816,26,23,0,1
DoS,tcp,ftp,SF,0.3838326168108607,35,3,187,209,0.8332979560707401,0.2300167060436483,1.0,0.005315254690778285,263,255,0,0
DoS,udp,smtp,SF,0.3944563347441518,25,1,195,196,0.7664067146858824,0.20528968759219615,0.9363859064693748,0.0,237,304,0,0
R2L,icmp,smtp,SF,6.743498428270744,251,13,1,2,0.0,0.0,0.8815166981055289,0.06934517989728753,7,9,2,0
normal,udp,http,SF,0.7704521776807967,737,6957,6,8,0.029487433227815787,0.0,0.7945689753733689,0.07997833547805584,20,26,0,1
Probe,tcp,ssh,SF,0.35511239649613147,11,2,40,8,0.368109570969978,0.5713199413458061,0.0,0.566740360818232,191,14,0,0
normal,tcp,telnet,SF,11.345351302234478,2019,590,3,12,0.009031315307333676,0.0,0.9736888603086107,0.07131516067880983,25,21,0,0
Probe,tcp,http,S0,0.217645146685845,6,2,49,4,0.44272480884918186,0.4819609387071305,0.20960444236282116,0.6679846250671408,192,13,0,0
DoS,udp,smtp,SF,0.18875317039651057,10,2,210,199,0.8713077850944525,0.049597304698704686,1.0,0.010317670662324809,257,268,0,0
normal,tcp,telnet,RSTR,2.293737356178325,723,101,11,5,0.029821784180222192,0.03981598049074345,1.0,0.042059904159870584,13,28,0,1
normal,tcp,smtp,SF,2.4988020628503533,143,901,9,7,0.03433070506486842,0.024869606413257195,0.8421414836177933,0.06104021628341587,21,21,0,0
normal,tcp,ssh,REJ,1.3841226191056555,1584,221,4,8,0.005103158148152105,0.026713564539344817,0.7080961198936638,0.07818442705695519,18,22,0,1
DoS,udp,http,SH,0.23006165265436715,195,2,205,202,1.0,0.08699784364922868,0.978549115817341,0.02736371572838188,256,234,0,0
Probe,tcp,other,SF,0.038972593662548904,12,3,46,9,0.2316986005765697,0.7168363937168578,0.136812760618845,0.5887269995630537,216,12,0,0
Probe,udp,telnet,S0,0.5214009848214373,5,2,63,5,0.14943754639317852,0.06359756281379414,0.15123649439002115,0.5571222540125542,185,13,0,0
normal,tcp,other,SF,3.338229546300324,909,708,12,5,0.0,0.021510480535984436,0.8322750847013033,0.03576238884095585,17,15,0,1
normal,tcp,private,SH,7.697650382084617,290,138,11,8,0.009394567979121669,0.011497774120701722,0.8692644682867127,0.0,16,24,0,0
Probe,tcp,ssh,S0,0.14011239488714536,10,4,47,7,0.10620450173261542,0.3963651970687736,0.21688801914708525,0.6389357339836512,203,13,0,0
Probe,tcp,telnet,SF,0.054323669521987694,4,1,65,4,0.16237618184492703,0.7835581565301268,0.15433347643550965,0.2786744241766855,195,10,0,0
normal,udp,telnet,SF,5.43072723941211,263,642,6,9,0.009289460278400304,0.04499340637775441,0.8974528530728544,0.014579875897619991,21,32,0,1
normal,tcp,ftp,RSTR,3.754399279442857,446,292,4,6,0.0,0.027695807175103233,0.843683383761568,0.06655269655004062,22,16,0,1
normal,tcp,smtp,SF,4.1094836253654385,59,1579,10,6,0.0,0.011176804071692352,0.8993112633891923,0.0661719974001,20,15,0,1
DoS,udp,other,REJ,0.28416972829235077,7,3,189,204,0.6171038015879855,0.21347789684052648,0.9654736325982753,0.0015861225333688722,258,281,0,0
Probe,tcp,other,SF,0.26098246357494154,8,3,57,6,0.40137760147819335,0.6507232658912602,0.2233425926925483,0.4922583403232261,181,13,0,0
DoS,icmp,telnet,S0,0.5874368081068737,19,5,217,189,0.9544829914284872,0.13130980403519016,1.0,0.003936614653468331,254,245,0,0
DoS,tcp,other,REJ,0.052732235177885924,11,1,189,197,0.9301852734050556,0.0,0.9910270466888322,0.0,268,266,0,0
DoS,icmp,telnet,S0,0.3980298620506509,19,2,185,189,0.8516298208265086,0.023902419568351096,1.0,0.014611004155683003,232,274,0,0
normal,tcp,ssh,SF,7.554821091861444,2934,430,11,7,0.04774095205195683,0.02436441076940056,0.8102397316695622,0.1451406161399225,24,13,0,1
normal,udp,private,SF,0.33757329372561995,304,305,5,6,0.020260281724907087,0.007541848519175514,0.9182380759454779,0.15407538115801406,20,22,0,1
DoS,tcp,http,SF,0.001730469899670572,24,2,214,205,0.8368846235024,0.0,0.9702101117686557,0.02003901992097421,247,263,0,0
normal,udp,other,SF,11.100053550737233,417,1758,14,8,0.010661520606387836,0.01639512636938282,0.8279056253030531,0.029255975541897336,14,26,0,1
Probe,tcp,smtp,SH,0.15990679344931805,5,3,37,6,0.3978208683054805,0.24331890141536877,0.1748912761589666,0.7097917648480736,226,10,0,0
DoS,tcp,dns,SF,0.06385083422808187,21,13,212,198,0.9326169122342636,0.10008241455913812,0.9652300388479543,0.012686298298310621,269,267,0,0
normal,tcp,ssh,SF,0.18602117114794808,248,736,4,9,0.0,0.03785932868989006,0.9626728331432218,0.09346107701455442,22,13,0,1
normal,tcp,smtp,S0,18.574092877981798,354,57,3,10,0.0,0.00712369101250976,0.8563212218600487,0.07000545516324885,25,20,0,1
normal,udp,telnet,S0,3.799631847476579,248,356,6,9,0.011880968956265047,0.0,0.7813530262933469,0.048049531609868634,27,16,0,0
DoS,tcp,ssh,SF,0.09222193716982563,5,3,201,209,0.8360030021787894,0.0,0.9630570982201521,0.018976707039703486,252,284,0,0
normal,tcp,ssh,S0,1.3530678010047201,3113,403,10,11,4.7118739656258624e-05,0.018606346394578616,0.9215507614150225,0.02218639896291539,10,17,0,1
DoS,tcp,ftp,SF,0.919189417784759,36,2,190,210,0.7374522063203081,0.23333285238736087,0.992825759017467,0.02570289213508519,250,264,0,0
normal,udp,telnet,SF,10.205460096604744,325,5407,12,8,0.04707214628421698,0.029646016701943875,0.9731095783366515,0.010482166080364223,12,17,0,0
normal,tcp,telnet,S0,0.011733887019025075,159,234,8,10,0.03684374678571481,0.0,0.7637889591917059,0.0852980349478306,20,22,0,1
Probe,udp,smtp,SF,0.1633771507668657,6,2,44,4,0.44416989300999965,0.418357673408244,0.12437995881499145,0.6912246399697165,187,19,0,0
normal,udp,private,REJ,0.6165212353821949,1143,458,10,7,0.029843505750610837,0.005526583303224633,0.9015304926634284,0.07872748479865352,15,21,0,1
normal,tcp,ftp,SF,4.076401910255213,1632,354,9,4,0.023673285052583523,0.0435207654079262,0.8592285796358323,0.11519159449417145,13,25,0,0
normal,tcp,ssh,S0,6.2541122541892955,846,456,4,3,0.0,0.004572021908069837,1.0,0.0034387214003957223,22,20,0,1
DoS,tcp,ftp,SF,0.4164380686718252,6,4,217,213,0.8092994775419349,0.056789792322604754,0.936253651473369,0.023930051854169,249,249,0,0
Probe,tcp,dns,SF,0.014528306121822593,5,1,47,6,0.4950897564850411,0.30193653501544704,0.0,0.9048553878832089,220,7,0,0
normal,tcp,private,SF,7.410068038103318,5287,696,6,10,0.022078267658703153,0.0,0.9366740279927579,0.06387504999344987,28,24,0,0
DoS,tcp,private,S0,0.10054443584067278,9,3,182,166,0.8744130008018847,0.28713937241915,0.941903810156287,0.005914350351145833,251,276,0,0
normal,tcp,other,SF,5.031259463856111,1090,84,9,8,0.010534261730281987,0.020852411986809496,1.0,0.1073203755707298,20,12,0,1
normal,tcp,smtp,SF,9.891852054197894,821,151,4,9,0.0,0.01778495323211224,0.841561917295477,0.040418277335713855,27,16,0,0
Probe,tcp,other,SF,0.05089034467708362,5,2,59,4,0.26990605735898954,0.17335207073137326,0.1196485368226432,0.8661495610200417,203,12,0,0
normal,udp,other,SF,4.729695311065435,358,1554,4,11,0.02256347851310527,0.03565027485291021,0.9541780043575427,0.11059155704777424,19,14,0,1
normal,tcp,dns,SF,4.665610110849079,2569,1654,8,11,0.017591139498431604,0.05700016094526346,1.0,0.0,29,23,1,1
normal,udp,smtp,S0,2.3496348858421037,201,1077,7,10,0.004382008274980705,0.04199519754317449,0.90389141257837,0.04654205694576044,17,20,0,1
normal,tcp,ssh,RSTR,2.847943684913225,20,1377,8,10,0.0,0.018700023503834734,0.9634042437114195,0.0,25,22,0,1
normal,tcp,smtp,SF,1.1788302529229822,515,841,13,5,0.0321862423314122,0.0010065549996516182,1.0,0.0,18,22,0,1
normal,tcp,ftp,REJ,0.5502886008245726,140,350,9,9,0.028421433090594403,0.016794616421949314,0.9424339493025433,0.04194824661108061,26,18,0,1
normal,tcp,smtp,SF,9.534416596842554,334,1323,4,7,0.024704244053329365,0.03856952852057682,0.9601144608980324,0.0,18,26,1,1
normal,tcp,telnet,SF,0.49400611112888343,118,823,6,7,0.026879322903076288,0.0,0.9187297369712302,0.059230460459025844,15,19,0,1
DoS,tcp,other,SF,0.14733215688168244,16,2,195,173,0.8748626802692806,0.018587266477801526,1.0,0.0,244,272,0,0
normal,tcp,other,RSTR,1.689584352533687,58,471,9,8,0.0,0.025131231199500455,0.8254367678316343,0.06411725684646788,20,17,0,1
normal,udp,telnet,RSTR,3.0634454551737615,516,1150,4,11,0.0,0.006726341695689992,0.9043254952284911,0.0,23,12,0,1
normal,udp,telnet,RSTR,2.1391956868956323,218,81,12,11,0.033087773465125654,0.0185319957697371,0.8938123888822485,0.20634542956352298,38,24,0,1
normal,tcp,http,REJ,0.033796698480452705,847,2701,8,7,0.0019155529717966788,0.032340261145240204,1.0,0.048239775267917714,24,20,0,0
normal,udp,dns,REJ,0.12523144698064562,500,3391,11,13,0.012372243232356257,0.02013308413205108,0.8517317333318978,0.10343850905557107,24,24,0,1
normal,udp,smtp,SF,5.319611251967337,350,3584,11,7,0.004389258307057839,0.0,1.0,0.07334568785237126,29,26,0,1
DoS,tcp,ssh,SF,0.111156717127198,31,1,212,182,0.8688299292455506,0.03617037297998693,1.0,0.010320767608526089,259,246,0,0
normal,tcp,dns,SF,0.3214026528868818,1599,138,6,5,0.012858711781664691,0.02231683511749571,0.9771154155052113,0.04173872870953551,16,22,0,1
normal,tcp,ftp,S0,2.8290759491951216,363,523,7,8,0.02368396972317355,0.0,0.8657608560162899,0.0,23,28,0,1
